path,title,type,published,primary
/2025/10/tarihte-bugn-31-ekim.html,Tarihte Bugün: 31 Ekim,POST,2025-10-30,alias
/2025/12/orun-ve-ulus-nedir-ilk-turk-devletlerinde-mevki-ve-pay-sistemi-ders-notu.html,Orun ve Ülüş Nedir? | İlk Türk Devletlerinde Mevki ve Pay Sistemi - Ders Notu,POST,2025-12-29,yes
/2025/12/orun-ve-l-nedir-ilk-trk-devletlerinde-mevki-ve-pay-sistemi-ders-notu.html,Orun ve Ülüş Nedir? | İlk Türk Devletlerinde Mevki ve Pay Sistemi - Ders Notu,POST,2025-12-29,alias
/2025/11/9-kasim-in-iki-yuzu-yikimdan-umuda-dogru-bir-tarihsel-bakis.html,9 Kasım’ın İki Yüzü: Yıkımdan Umuda Doğru Bir Tarihsel Bakış,POST,2025-11-08,yes
/2025/11/9-kasmn-iki-yz-ykmdan-umuda-doru-bir-tarihsel-bak.html,9 Kasım’ın İki Yüzü: Yıkımdan Umuda Doğru Bir Tarihsel Bakış,POST,2025-11-08,alias
/2026/01/kurtulus-savasi-1919-1922-nedenleri-cepheler-ve-sonuclari-ders-notu.html,"Kurtuluş Savaşı (1919-1922) | Nedenleri, Cepheler ve Sonuçları - Ders Notu",POST,2026-01-02,yes
/2026/01/kurtulu-sava-1919-1922-nedenleri-cepheler-ve-sonular-ders-notu.html,"Kurtuluş Savaşı (1919-1922) | Nedenleri, Cepheler ve Sonuçları - Ders Notu",POST,2026-01-02,alias
/2025/12/ongun-turk-boylarinin-kutsal-damgalari-ve-totem-hayvanlari.html,Ongun: Türk Boylarının Kutsal Damgaları ve Totem Hayvanları,POST,2025-12-12,yes
/2025/12/ongun-trk-boylarnn-kutsal-damgalar-ve-totem-hayvanlar.html,Ongun: Türk Boylarının Kutsal Damgaları ve Totem Hayvanları,POST,2025-12-12,alias
/2025/12/gokyuzune-tapan-kavim-turklerin-gok-tanri-inanci.html,Gökyüzüne Tapan Kavim: Türklerin Gök Tanrı İnancı,POST,2025-12-12,yes
/2025/12/gkyzne-tapan-kavim-trklerin-gk-tanr-inanc.html,Gökyüzüne Tapan Kavim: Türklerin Gök Tanrı İnancı,POST,2025-12-12,alias
/2025/12/ereshkigal-yeralti-kralicesi.html,Ereshkigal: Yeraltı Kraliçesi,POST,2025-12-24,yes
/2025/12/ereshkigal-yeralt-kraliesi.html,Ereshkigal: Yeraltı Kraliçesi,POST,2025-12-24,alias
/2025/12/french-revolution-1789-1799-causes-events-impact-history-notes.html,"French Revolution (1789-1799) | Causes, Events & Impact - History Notes",POST,2025-12-31,yes
/2026/01/yapay-zeka-pompeii-rulo-yazilarini-cozuyor-2000-yillik-sirlar-ortaya-cikti.html,Yapay Zeka Pompeii Rulo Yazılarını Çözüyor: 2000 Yıllık Sırlar Ortaya Çıktı,POST,2026-01-29,yes
/2026/01/yapay-zeka-pompeii-rulo-yazlarn-zyor-2000-yllk-srlar-ortaya-kt.html,Yapay Zeka Pompeii Rulo Yazılarını Çözüyor: 2000 Yıllık Sırlar Ortaya Çıktı,POST,2026-01-29,alias
/p/hakkimizda.html,Hakkımızda,PAGE,2023-07-09,yes
/p/hakkmzda.html,Hakkımızda,PAGE,2023-07-09,alias
/2025/10/zamanin-mimarlari-takvimlerin-ve-saatlerin-dogusu.html,Zamanın Mimarları: Takvimlerin ve Saatlerin Doğuşu,POST,2025-10-31,yes
/2025/10/zamann-mimarlar-takvimlerin-ve-saatlerin-douu.html,Zamanın Mimarları: Takvimlerin ve Saatlerin Doğuşu,POST,2025-10-31,alias
/p/gizlilik-politikasi.html,Gizlilik Politikası,PAGE,2025-10-22,yes
/p/gizlilik-politikas.html,Gizlilik Politikası,PAGE,2025-10-22,alias
/2025/12/fatih-in-gizli-silahi-istanbul-u-fetheden-dehset-toplar.html,Fatih'in Gizli Silahı: İstanbul'u Fetheden Dehşet Toplar,POST,2025-12-16,yes
/2025/12/fatih-in-gizli-silah-istanbul-u-fetheden-dehet-toplar.html,Fatih'in Gizli Silahı: İstanbul'u Fetheden Dehşet Toplar,POST,2025-12-16,alias
/2026/01/gobekli-tepe-de-2025-kesfi-gizli-oda-ve-12-000-yillik-sirlar.html,Göbekli Tepe'de 2025 Keşfi: Gizli Oda ve 12.000 Yıllık Sırlar,POST,2026-01-29,yes
/2026/01/gbekli-tepe-de-2025-kefi-gizli-oda-ve-12-000-yllk-srlar.html,Göbekli Tepe'de 2025 Keşfi: Gizli Oda ve 12.000 Yıllık Sırlar,POST,2026-01-29,alias
/p/ders-notlari.html,Ders Notları,PAGE,2025-12-25,yes
/p/ders-notlar.html,Ders Notları,PAGE,2025-12-25,alias
/2025/12/ergenekon-dan-cikis-turklerin-yeniden-dogus-efsanesi.html,Ergenekon'dan Çıkış: Türklerin Yeniden Doğuş Efsanesi,POST,2025-12-11,yes
/2025/12/ergenekon-dan-k-trklerin-yeniden-dou-efsanesi.html,Ergenekon'dan Çıkış: Türklerin Yeniden Doğuş Efsanesi,POST,2025-12-11,alias
/2025/11/anunnakilerin-gizli-mirasi-insanlik-tanrilarin-unuttugu-teknolojiyi-mi-yeniden-kesfediyor.html,"Anunnakilerin Gizli Mirası: İnsanlık, Tanrıların Unuttuğu Teknolojiyi mi Yeniden Keşfediyor?",POST,2025-11-24,yes
/2025/11/anunnakilerin-gizli-miras-insanlk-tanrlarn-unuttuu-teknolojiyi-mi-yeniden-kefediyor.html,"Anunnakilerin Gizli Mirası: İnsanlık, Tanrıların Unuttuğu Teknolojiyi mi Yeniden Keşfediyor?",POST,2025-11-24,alias
/p/iletisim.html,İletişim,PAGE,2023-07-09,yes
/p/iletiim.html,İletişim,PAGE,2023-07-09,alias
/p/tarih-quiz.html,Tarih Quiz,PAGE,2025-12-31,yes
/2025/11/yedi-basyuce-tanri-an-enlil-enki-ninhursag-nanna-utu-inanna.html,"Yedi Başyüce Tanrı: An, Enlil, Enki, Ninhursag, Nanna, Utu, İnanna",POST,2025-11-06,yes
/2025/11/yedi-bayce-tanr-an-enlil-enki-ninhursag-nanna-utu-inanna.html,"Yedi Başyüce Tanrı: An, Enlil, Enki, Ninhursag, Nanna, Utu, İnanna",POST,2025-11-06,alias
/2026/03/rongorongo-yazisi-paskalya-adasi-nin-26-tahta-levhada-sakli-cozulemeyen-sirri.html,Rongorongo Yazısı: Paskalya Adası'nın 26 Tahta Levhada Saklı Çözülemeyen Sırrı,POST,2026-03-13,yes
/2026/03/rongorongo-yazs-paskalya-adas-nn-26-tahta-levhada-sakl-zlemeyen-srr.html,Rongorongo Yazısı: Paskalya Adası'nın 26 Tahta Levhada Saklı Çözülemeyen Sırrı,POST,2026-03-13,alias
/2025/10/unutulmus-bilim-insanlari-tarihin-golgesinde-kalan-dehalar.html,Unutulmuş Bilim İnsanları: Tarihin Gölgesinde Kalan Dehalar,POST,2025-10-30,yes
/2025/10/unutulmu-bilim-insanlar-tarihin-glgesinde-kalan-dehalar.html,Unutulmuş Bilim İnsanları: Tarihin Gölgesinde Kalan Dehalar,POST,2025-10-30,alias
/2025/10/tarihte-bugun-27-ekim.html,🗓️ Tarihte Bugün: 27 Ekim,POST,2025-10-27,yes
/2025/10/tarihte-bugn-27-ekim.html,🗓️ Tarihte Bugün: 27 Ekim,POST,2025-10-27,alias
/p/kullanim-sartlari.html,Kullanım Şartları,PAGE,2025-10-22,yes
/p/kullanm-artlar.html,Kullanım Şartları,PAGE,2025-10-22,alias
/2025/10/tarihi-degistiren-muharebeler-dunyanin-kaderini-yeniden-cizen-savaslar.html,Tarihi Değiştiren Muharebeler: Dünyanın Kaderini Yeniden Çizen Savaşlar,POST,2025-10-30,yes
/2025/10/tarihi-deitiren-muharebeler-dnyann-kaderini-yeniden-izen-savalar.html,Tarihi Değiştiren Muharebeler: Dünyanın Kaderini Yeniden Çizen Savaşlar,POST,2025-10-30,alias
/2025/11/saturn-siyah-kup-ve-kabe-gercekligi-manipule-eden-kadim-tarikatin-gizemi.html,"Satürn, Siyah Küp ve Kabe: Gerçekliği Manipüle Eden Kadim Tarikatın Gizemi",POST,2025-11-17,yes
/2025/11/satrn-siyah-kp-ve-kabe-gereklii-maniple-eden-kadim-tarikatn-gizemi.html,"Satürn, Siyah Küp ve Kabe: Gerçekliği Manipüle Eden Kadim Tarikatın Gizemi",POST,2025-11-17,alias
/2025/11/bir-imparatorlugun-cokusunden-bir-cumhuriyetin-dogusuna-1918-1923-arasi-bes-yilin-anatomisi.html,Bir İmparatorluğun Çöküşünden Bir Cumhuriyetin Doğuşuna: 1918-1923 Arası Beş Yılın Anatomisi,POST,2025-11-12,yes
/2025/11/bir-imparatorluun-knden-bir-cumhuriyetin-douuna-1918-1923-aras-be-yln-anatomisi.html,Bir İmparatorluğun Çöküşünden Bir Cumhuriyetin Doğuşuna: 1918-1923 Arası Beş Yılın Anatomisi,POST,2025-11-12,alias
/2025/12/aksemseddin-kimdir-hayati-eserleri-ve-istanbul-un-fethi-ders-notu.html,"Akşemseddin Kimdir? | Hayatı, Eserleri ve İstanbul'un Fethi - Ders Notu",POST,2025-12-25,yes
/2025/12/akemseddin-kimdir-hayat-eserleri-ve-istanbul-un-fethi-ders-notu.html,"Akşemseddin Kimdir? | Hayatı, Eserleri ve İstanbul'un Fethi - Ders Notu",POST,2025-12-25,alias
/2025/11/arkeolojik-kanitlar-tabletler-muhurler-ve-tapinak-yazitlarinda-anunnaki.html,"Arkeolojik Kanıtlar: Tabletler, Mühürler ve Tapınak Yazıtlarında Anunnaki",POST,2025-11-08,yes
/2025/11/arkeolojik-kantlar-tabletler-mhrler-ve-tapnak-yaztlarnda-anunnaki.html,"Arkeolojik Kanıtlar: Tabletler, Mühürler ve Tapınak Yazıtlarında Anunnaki",POST,2025-11-08,alias
/2025/10/antik-enerji-hatlari-dunyayi-birbirine-baglayan-gorunmez-guc-agi.html,Antik Enerji Hatları: Dünyayı Birbirine Bağlayan Görünmez Güç Ağı,POST,2025-10-31,yes
/2025/10/antik-enerji-hatlar-dnyay-birbirine-balayan-grnmez-g-a.html,Antik Enerji Hatları: Dünyayı Birbirine Bağlayan Görünmez Güç Ağı,POST,2025-10-31,alias
/2026/01/antik-misir-uygarligi-piramitler-firavunlar-ve-gizemleri-tarih-ders-notu.html,"Antik Mısır Uygarlığı | Piramitler, Firavunlar ve Gizemleri - Tarih Ders Notu",POST,2026-01-14,yes
/2026/01/antik-msr-uygarl-piramitler-firavunlar-ve-gizemleri-tarih-ders-notu.html,"Antik Mısır Uygarlığı | Piramitler, Firavunlar ve Gizemleri - Tarih Ders Notu",POST,2026-01-14,alias
/2026/03/dyatlov-gecidi-9-dagcinin-cozulemeyen-olum-sirri-1959.html,Dyatlov Geçidi: 9 Dağcının Çözülemeyen Ölüm Sırrı (1959),POST,2026-03-06,yes
/2026/03/dyatlov-geidi-9-dacnn-zlemeyen-lm-srr-1959.html,Dyatlov Geçidi: 9 Dağcının Çözülemeyen Ölüm Sırrı (1959),POST,2026-03-06,alias
/2025/11/10-kasim-bir-milletin-sessizligi-ve-buyuk-modernlesmenin-mirasi.html,10 Kasım: Bir Milletin Sessizliği ve Büyük Modernleşmenin Mirası,POST,2025-11-10,yes
/2025/11/10-kasm-bir-milletin-sessizlii-ve-byk-modernlemenin-miras.html,10 Kasım: Bir Milletin Sessizliği ve Büyük Modernleşmenin Mirası,POST,2025-11-10,alias
/2025/11/11-kasim-yesil-gelecege-atilan-fidan-ve-ulusal-bilinc-gunu.html,11 Kasım: Yeşil Geleceğe Atılan Fidan ve Ulusal Bilinç Günü,POST,2025-11-10,yes
/2025/11/11-kasm-yeil-gelecee-atlan-fidan-ve-ulusal-bilin-gn.html,11 Kasım: Yeşil Geleceğe Atılan Fidan ve Ulusal Bilinç Günü,POST,2025-11-10,alias
/2025/11/hurri-ve-hititlerde-eski-tanrilar-anunnaki-inancinin-anadolu-ya-uyarlanisi.html,Hurri ve Hititlerde Eski Tanrılar: Anunnaki İnancının Anadolu’ya Uyarlanışı,POST,2025-11-07,yes
/2025/11/hurri-ve-hititlerde-eski-tanrlar-anunnaki-inancnn-anadoluya-uyarlan.html,Hurri ve Hititlerde Eski Tanrılar: Anunnaki İnancının Anadolu’ya Uyarlanışı,POST,2025-11-07,alias
/2025/11/antik-frekanslar-ve-sesle-tas-tasima-teorisi-kaybolan-bir-muhendislik-sirri-mi.html,Antik Frekanslar ve Sesle Taş Taşıma Teorisi: Kaybolan Bir Mühendislik Sırrı mı?,POST,2025-11-03,yes
/2025/11/antik-frekanslar-ve-sesle-ta-tama-teorisi-kaybolan-bir-mhendislik-srr-m.html,Antik Frekanslar ve Sesle Taş Taşıma Teorisi: Kaybolan Bir Mühendislik Sırrı mı?,POST,2025-11-03,alias
/2025/10/zamanin-baslangici-takvimlerin-dogusu-ve-insanligin-zamanla-imtihani.html,Zamanın Başlangıcı: Takvimlerin Doğuşu ve İnsanlığın Zamanla İmtihanı,POST,2025-10-29,yes
/2025/10/zamann-balangc-takvimlerin-douu-ve-insanln-zamanla-imtihan.html,Zamanın Başlangıcı: Takvimlerin Doğuşu ve İnsanlığın Zamanla İmtihanı,POST,2025-10-29,alias
/2025/10/kayip-kutuphaneler-bilginin-yok-olusu-ve-insanligin-unuttugu-bilgeler.html,Kayıp Kütüphaneler: Bilginin Yok Oluşu ve İnsanlığın Unuttuğu Bilgeler,POST,2025-10-29,yes
/2025/10/kayp-ktphaneler-bilginin-yok-oluu-ve-insanln-unuttuu-bilgeler.html,Kayıp Kütüphaneler: Bilginin Yok Oluşu ve İnsanlığın Unuttuğu Bilgeler,POST,2025-10-29,alias
/2025/11/anunnakiler-kimdir-mitolojik-kokenlerden-bilimsel-konsensuse-kadar-kapsamli-rehber.html,Anunnakiler Kimdir? Mitolojik Kökenlerden Bilimsel Konsensüse Kadar Kapsamlı Rehber,POST,2025-11-06,yes
/2025/11/anunnakiler-kimdir-mitolojik-kkenlerden-bilimsel-konsensse-kadar-kapsaml-rehber.html,Anunnakiler Kimdir? Mitolojik Kökenlerden Bilimsel Konsensüse Kadar Kapsamlı Rehber,POST,2025-11-06,alias
/2025/12/osmanli-kurulus-donemi-1299-1453-padisahlar-ve-olaylar-ders-notu.html,Osmanlı Kuruluş Dönemi (1299-1453) | Padişahlar ve Olaylar - Ders Notu,POST,2025-12-30,yes
/2025/12/osmanl-kurulu-dnemi-1299-1453-padiahlar-ve-olaylar-ders-notu.html,Osmanlı Kuruluş Dönemi (1299-1453) | Padişahlar ve Olaylar - Ders Notu,POST,2025-12-30,alias
/2025/10/sindirgi-balikesir-ilcesinde-deprem-tarihcesi-ve-guncel-durum.html,Sındırgı (Balıkesir) İlçesinde Deprem Tarihçesi ve Güncel Durum,POST,2025-10-28,yes
/2025/10/sndrg-balkesir-ilesinde-deprem-tarihesi-ve-gncel-durum.html,Sındırgı (Balıkesir) İlçesinde Deprem Tarihçesi ve Güncel Durum,POST,2025-10-28,alias
/2026/02/bermuda-seytan-ucgeni-gizemli-kayiplar-teoriler-ve-gercekler.html,"Bermuda Şeytan Üçgeni | Gizemli Kayıplar, Teoriler ve Gerçekler",POST,2026-02-14,yes
/2026/02/bermuda-eytan-geni-gizemli-kayplar-teoriler-ve-gerekler.html,"Bermuda Şeytan Üçgeni | Gizemli Kayıplar, Teoriler ve Gerçekler",POST,2026-02-14,alias
/p/tarih-kronolojisi.html,Tarih Kronolojisi,PAGE,2025-12-31,yes
/2025/11/gobeklitepe-de-anunnaki-izleri-mi-var-12-bin-yillik-t-seklinde-sutunlarin-sok-edici-sirri.html,Göbeklitepe’de Anunnaki İzleri mi Var? 12 Bin Yıllık T Şeklinde Sütunların Şok Edici Sırrı,POST,2025-11-28,yes
/2025/11/gbeklitepede-anunnaki-izleri-mi-var-12-bin-yllk-t-eklinde-stunlarn-ok-edici-srr.html,Göbeklitepe’de Anunnaki İzleri mi Var? 12 Bin Yıllık T Şeklinde Sütunların Şok Edici Sırrı,POST,2025-11-28,alias
/p/cerez-politikasi.html,Çerez Politikası,PAGE,2025-10-27,yes
/p/erez-politikas.html,Çerez Politikası,PAGE,2025-10-27,alias
/2025/11/antik-nukleer-enerji-teorisi-gecmiste-atom-cagi-mi-yasandi.html,Antik Nükleer Enerji Teorisi: Geçmişte Atom Çağı mı Yaşandı?,POST,2025-11-05,yes
/2025/11/antik-nkleer-enerji-teorisi-gemite-atom-a-m-yaand.html,Antik Nükleer Enerji Teorisi: Geçmişte Atom Çağı mı Yaşandı?,POST,2025-11-05,alias
/p/kvkk-aydinlatma-metni.html,KVKK Aydınlatma Metni,PAGE,2025-11-17,yes
/p/kvkk-aydnlatma-metni.html,KVKK Aydınlatma Metni,PAGE,2025-11-17,alias
/2025/11/dicle-kiyisinda-12-000-yillik-sir-cemka-hoyuk-teki-kadin-saman-mezari.html,Dicle Kıyısında 12.000 Yıllık Sır: Çemka Höyük'teki Kadın Şaman Mezarı,POST,2025-11-21,yes
/2025/11/dicle-kysnda-12-000-yllk-sr-emka-hyk-teki-kadn-aman-mezar.html,Dicle Kıyısında 12.000 Yıllık Sır: Çemka Höyük'teki Kadın Şaman Mezarı,POST,2025-11-21,alias
/2025/12/atrahasis-destani-igigi-isyani-ve-insanin-yaratilisi.html,Atrahasis Destanı: İgigi İsyanı ve İnsanın Yaratılışı,POST,2025-12-24,yes
/2025/12/atrahasis-destan-igigi-isyan-ve-insann-yaratl.html,Atrahasis Destanı: İgigi İsyanı ve İnsanın Yaratılışı,POST,2025-12-24,alias
/2026/01/gobekli-tepe-nedir-dunyanin-en-eski-tapinagi-ve-gizemleri-tarih-ve-arkeoloji.html,Göbekli Tepe Nedir? | Dünyanın En Eski Tapınağı ve Gizemleri - Tarih ve Arkeoloji,POST,2026-01-02,yes
/2026/01/gbekli-tepe-nedir-dnyann-en-eski-tapna-ve-gizemleri-tarih-ve-arkeoloji.html,Göbekli Tepe Nedir? | Dünyanın En Eski Tapınağı ve Gizemleri - Tarih ve Arkeoloji,POST,2026-01-02,alias
/2025/11/sumerlerin-gizemli-turk-kokeni-sakli-kalan-bin-yillik-kadim-tarih.html,Sümerlerin GİZEMLİ Türk Kökeni: Saklı Kalan Bin Yıllık Kadim Tarih,POST,2025-11-17,yes
/2025/11/smerlerin-gizemli-trk-kkeni-sakl-kalan-bin-yllk-kadim-tarih.html,Sümerlerin GİZEMLİ Türk Kökeni: Saklı Kalan Bin Yıllık Kadim Tarih,POST,2025-11-17,alias
/2025/12/anadolu-da-bulunan-9000-yillik-kafatasi-dunyanin-ilk-beyin-ameliyati.html,Anadolu'da Bulunan 9000 Yıllık Kafatası: Dünyanın İlk Beyin Ameliyatı,POST,2025-12-24,yes
/2025/12/anadolu-da-bulunan-9000-yllk-kafatas-dnyann-ilk-beyin-ameliyat.html,Anadolu'da Bulunan 9000 Yıllık Kafatası: Dünyanın İlk Beyin Ameliyatı,POST,2025-12-24,alias
/2025/11/akad-ve-babil-de-anunnaki-igigi-ayrimi-ve-yeralti-tanrilari.html,Akad ve Babil’de Anunnaki: İgigi Ayrımı ve Yeraltı Tanrıları,POST,2025-11-07,yes
/2025/11/akad-ve-babilde-anunnaki-igigi-ayrm-ve-yeralt-tanrlar.html,Akad ve Babil’de Anunnaki: İgigi Ayrımı ve Yeraltı Tanrıları,POST,2025-11-07,alias
/2025/11/atlantis-ve-kristal-enerji-kayip-uygarligin-gercek-teknolojisi-mi.html,Atlantis ve Kristal Enerji: Kayıp Uygarlığın Gerçek Teknolojisi mi?,POST,2025-11-03,yes
/2025/11/atlantis-ve-kristal-enerji-kayp-uygarln-gerek-teknolojisi-mi.html,Atlantis ve Kristal Enerji: Kayıp Uygarlığın Gerçek Teknolojisi mi?,POST,2025-11-03,alias
/2025/10/antik-uygarliklarin-kaybolan-teknolojileri-modern-dunyaya-isik-tutan-sirlar.html,Antik Uygarlıkların Kaybolan Teknolojileri: Modern Dünyaya Işık Tutan Sırlar,POST,2025-10-29,yes
/2025/10/antik-uygarlklarn-kaybolan-teknolojileri-modern-dnyaya-ik-tutan-srlar.html,Antik Uygarlıkların Kaybolan Teknolojileri: Modern Dünyaya Işık Tutan Sırlar,POST,2025-10-29,alias
/2025/11/tarihte-bugun-4-kasim-ozgurluk-kesif-ve-kuresel-donusum.html,"Tarihte Bugün – 4 Kasım: Özgürlük, Keşif ve Küresel Dönüşüm",POST,2025-11-03,yes
/2025/11/tarihte-bugn-4-kasm-zgrlk-keif-ve-kresel-dnm.html,"Tarihte Bugün – 4 Kasım: Özgürlük, Keşif ve Küresel Dönüşüm",POST,2025-11-03,alias
/2025/12/anadolu-nun-en-karanlik-sirri-kimsenin-bilmedigi-yeralti-sehri.html,Anadolu'nun En Karanlık Sırrı: Kimsenin Bilmediği Yeraltı Şehri,POST,2025-12-16,yes
/2025/12/anadolu-nun-en-karanlk-srr-kimsenin-bilmedii-yeralt-ehri.html,Anadolu'nun En Karanlık Sırrı: Kimsenin Bilmediği Yeraltı Şehri,POST,2025-12-16,alias
/2025/11/tarihte-bugun-3-kasim-panama-bagimsizligini-ilan-etti.html,🗓️ TARİHTE BUGÜN – 3 KASIM: PANAMA BAĞIMSIZLIĞINI İLAN ETTİ,POST,2025-11-03,yes
/2025/11/tarihte-bugn-3-kasim-panama-baimsizliini-ilan-etti.html,🗓️ TARİHTE BUGÜN – 3 KASIM: PANAMA BAĞIMSIZLIĞINI İLAN ETTİ,POST,2025-11-03,alias
/2026/03/voynich-manuscripti-600-yildir-kimsenin-okuyamadigi-gizemli-kitap.html,Voynich Manuscripti: 600 Yıldır Kimsenin Okuyamadığı Gizemli Kitap,POST,2026-03-06,yes
/2026/03/voynich-manuscripti-600-yldr-kimsenin-okuyamad-gizemli-kitap.html,Voynich Manuscripti: 600 Yıldır Kimsenin Okuyamadığı Gizemli Kitap,POST,2026-03-06,alias
/2025/11/tarihte-bugun-5-kasim-patlayan-kuleler-devrimlerin-golgesi-ve-bilimin-isigi.html,"Tarihte Bugün – 5 Kasım: Patlayan Kuleler, Devrimlerin Gölgesi ve Bilimin Işığı",POST,2025-11-04,yes
/2025/11/tarihte-bugn-5-kasm-patlayan-kuleler-devrimlerin-glgesi-ve-bilimin-i.html,"Tarihte Bugün – 5 Kasım: Patlayan Kuleler, Devrimlerin Gölgesi ve Bilimin Işığı",POST,2025-11-04,alias
/2025/12/feodalite-nedir-feodal-sistem-ve-ozellikleri-ders-notu.html,Feodalite Nedir? | Feodal Sistem ve Özellikleri - Ders Notu,POST,2025-12-25,yes
/2025/12/feodalite-nedir-feodal-sistem-ve-zellikleri-ders-notu.html,Feodalite Nedir? | Feodal Sistem ve Özellikleri - Ders Notu,POST,2025-12-25,alias
/2025/10/ilk-muhendisler-antik-dunyanin-d-hiyane-yapilari-ve-mekanik-harikalari.html,İlk Mühendisler: Antik Dünyanın Dâhiyane Yapıları ve Mekanik Harikaları,POST,2025-10-31,yes
/2025/10/ilk-mhendisler-antik-dnyann-dhiyane-yaplar-ve-mekanik-harikalar.html,İlk Mühendisler: Antik Dünyanın Dâhiyane Yapıları ve Mekanik Harikaları,POST,2025-10-31,alias
/2025/10/antik-uzaylilar-mi-yoksa-kayip-insanlik-teknolojisi-mi-gecmisin-imk-nsiz-muhendisligi.html,"Antik Uzaylılar mı, Yoksa Kayıp İnsanlık Teknolojisi mi? Geçmişin İmkânsız Mühendisliği",POST,2025-10-31,yes
/2025/10/antik-uzayllar-m-yoksa-kayp-insanlk-teknolojisi-mi-gemiin-imknsz-mhendislii.html,"Antik Uzaylılar mı, Yoksa Kayıp İnsanlık Teknolojisi mi? Geçmişin İmkânsız Mühendisliği",POST,2025-10-31,alias
/2025/11/12-kasim-duzce-depremi-ve-afet-bilincinin-dogusu.html,12 Kasım: Düzce Depremi ve Afet Bilincinin Doğuşu,POST,2025-11-11,yes
/2025/11/12-kasm-dzce-depremi-ve-afet-bilincinin-douu.html,12 Kasım: Düzce Depremi ve Afet Bilincinin Doğuşu,POST,2025-11-11,alias
POST,Antikythera Mekanizması: Antik Dünyanın Gökyüzünü Hesaplayan Dişli Bilgisayarı,/2026/06/antikythera-mekanizmasi-antik-dunyanin-disli-bilgisayari.html,/2026/06/antikythera-mekanizmasi-antik-dunyanin-disli-bilgisayari.html
POST,1518 Dans Salgını: Strasbourg Halkı Neden Haftalarca Durmadan Dans Etti?,/2026/06/1518-dans-salgini-strasbourg-halki-neden-dans-etti.html,/2026/06/1518-dans-salgini-strasbourg-halki-neden-dans-etti.html
POST,"536: Güneşin Solduğu, Kışın Bitmediği ve Dünyanın Soğuduğu Karanlık Yıl",/2026/06/536-gunesin-soldugu-kisin-bitmedigi-karanlik-yil.html,/2026/06/536-gunesin-soldugu-kisin-bitmedigi-karanlik-yil.html
